date_key,date,year,quarter,month,month_name,week,day,day_of_week,is_weekend,is_holiday,fiscal_quarter,fiscal_period
283,2022-10-10,2022,4,10,October,41,10,Monday,False,False,4,2022-Q4
284,2022-10-11,2022,4,10,October,41,11,Tuesday,False,False,4,2022-Q4
285,2022-10-12,2022,4,10,October,41,12,Wednesday,False,False,4,2022-Q4
286,2022-10-13,2022,4,10,October,41,13,Thursday,False,False,4,2022-Q4
287,2022-10-14,2022,4,10,October,41,14,Friday,False,False,4,2022-Q4
288,2022-10-15,2022,4,10,October,41,15,Saturday,True,False,4,2022-Q4
289,2022-10-16,2022,4,10,October,41,16,Sunday,True,False,4,2022-Q4
290,2022-10-17,2022,4,10,October,42,17,Monday,False,False,4,2022-Q4
291,2022-10-18,2022,4,10,October,42,18,Tuesday,False,False,4,2022-Q4
292,2022-10-19,2022,4,10,October,42,19,Wednesday,False,False,4,2022-Q4
293,2022-10-20,2022,4,10,October,42,20,Thursday,False,False,4,2022-Q4
294,2022-10-21,2022,4,10,October,42,21,Friday,False,False,4,2022-Q4
295,2022-10-22,2022,4,10,October,42,22,Saturday,True,False,4,2022-Q4
296,2022-10-23,2022,4,10,October,42,23,Sunday,True,False,4,2022-Q4
297,2022-10-24,2022,4,10,October,43,24,Monday,False,False,4,2022-Q4
298,2022-10-25,2022,4,10,October,43,25,Tuesday,False,False,4,2022-Q4
299,2022-10-26,2022,4,10,October,43,26,Wednesday,False,False,4,2022-Q4
300,2022-10-27,2022,4,10,October,43,27,Thursday,False,False,4,2022-Q4
301,2022-10-28,2022,4,10,October,43,28,Friday,False,False,4,2022-Q4
302,2022-10-29,2022,4,10,October,43,29,Saturday,True,False,4,2022-Q4
303,2022-10-30,2022,4,10,October,43,30,Sunday,True,False,4,2022-Q4
304,2022-10-31,2022,4,10,October,44,31,Monday,False,False,4,2022-Q4
305,2022-11-01,2022,4,11,November,44,1,Tuesday,False,False,4,2022-Q4
306,2022-11-02,2022,4,11,November,44,2,Wednesday,False,False,4,2022-Q4
307,2022-11-03,2022,4,11,November,44,3,Thursday,False,False,4,2022-Q4
308,2022-11-04,2022,4,11,November,44,4,Friday,False,False,4,2022-Q4
309,2022-11-05,2022,4,11,November,44,5,Saturday,True,False,4,2022-Q4
310,2022-11-06,2022,4,11,November,44,6,Sunday,True,False,4,2022-Q4
311,2022-11-07,2022,4,11,November,45,7,Monday,False,False,4,2022-Q4
312,2022-11-08,2022,4,11,November,45,8,Tuesday,False,False,4,2022-Q4
313,2022-11-09,2022,4,11,November,45,9,Wednesday,False,False,4,2022-Q4
314,2022-11-10,2022,4,11,November,45,10,Thursday,False,False,4,2022-Q4
315,2022-11-11,2022,4,11,November,45,11,Friday,False,False,4,2022-Q4
316,2022-11-12,2022,4,11,November,45,12,Saturday,True,False,4,2022-Q4
317,2022-11-13,2022,4,11,November,45,13,Sunday,True,False,4,2022-Q4
318,2022-11-14,2022,4,11,November,46,14,Monday,False,False,4,2022-Q4
319,2022-11-15,2022,4,11,November,46,15,Tuesday,False,False,4,2022-Q4
320,2022-11-16,2022,4,11,November,46,16,Wednesday,False,False,4,2022-Q4
321,2022-11-17,2022,4,11,November,46,17,Thursday,False,False,4,2022-Q4
322,2022-11-18,2022,4,11,November,46,18,Friday,False,False,4,2022-Q4
323,2022-11-19,2022,4,11,November,46,19,Saturday,True,False,4,2022-Q4
324,2022-11-20,2022,4,11,November,46,20,Sunday,True,False,4,2022-Q4
325,2022-11-21,2022,4,11,November,47,21,Monday,False,False,4,2022-Q4
326,2022-11-22,2022,4,11,November,47,22,Tuesday,False,False,4,2022-Q4
327,2022-11-23,2022,4,11,November,47,23,Wednesday,False,False,4,2022-Q4
328,2022-11-24,2022,4,11,November,47,24,Thursday,False,False,4,2022-Q4
329,2022-11-25,2022,4,11,November,47,25,Friday,False,False,4,2022-Q4
330,2022-11-26,2022,4,11,November,47,26,Saturday,True,False,4,2022-Q4
331,2022-11-27,2022,4,11,November,47,27,Sunday,True,False,4,2022-Q4
332,2022-11-28,2022,4,11,November,48,28,Monday,False,False,4,2022-Q4
333,2022-11-29,2022,4,11,November,48,29,Tuesday,False,False,4,2022-Q4
334,2022-11-30,2022,4,11,November,48,30,Wednesday,False,False,4,2022-Q4
335,2022-12-01,2022,4,12,December,48,1,Thursday,False,False,4,2022-Q4
336,2022-12-02,2022,4,12,December,48,2,Friday,False,False,4,2022-Q4
337,2022-12-03,2022,4,12,December,48,3,Saturday,True,False,4,2022-Q4
338,2022-12-04,2022,4,12,December,48,4,Sunday,True,False,4,2022-Q4
339,2022-12-05,2022,4,12,December,49,5,Monday,False,False,4,2022-Q4
340,2022-12-06,2022,4,12,December,49,6,Tuesday,False,False,4,2022-Q4
341,2022-12-07,2022,4,12,December,49,7,Wednesday,False,False,4,2022-Q4
342,2022-12-08,2022,4,12,December,49,8,Thursday,False,False,4,2022-Q4
343,2022-12-09,2022,4,12,December,49,9,Friday,False,False,4,2022-Q4
344,2022-12-10,2022,4,12,December,49,10,Saturday,True,False,4,2022-Q4
345,2022-12-11,2022,4,12,December,49,11,Sunday,True,False,4,2022-Q4
346,2022-12-12,2022,4,12,December,50,12,Monday,False,False,4,2022-Q4
347,2022-12-13,2022,4,12,December,50,13,Tuesday,False,False,4,2022-Q4
348,2022-12-14,2022,4,12,December,50,14,Wednesday,False,False,4,2022-Q4
349,2022-12-15,2022,4,12,December,50,15,Thursday,False,False,4,2022-Q4
350,2022-12-16,2022,4,12,December,50,16,Friday,False,False,4,2022-Q4
351,2022-12-17,2022,4,12,December,50,17,Saturday,True,False,4,2022-Q4
352,2022-12-18,2022,4,12,December,50,18,Sunday,True,False,4,2022-Q4
353,2022-12-19,2022,4,12,December,51,19,Monday,False,False,4,2022-Q4
354,2022-12-20,2022,4,12,December,51,20,Tuesday,False,False,4,2022-Q4
355,2022-12-21,2022,4,12,December,51,21,Wednesday,False,False,4,2022-Q4
356,2022-12-22,2022,4,12,December,51,22,Thursday,False,False,4,2022-Q4
357,2022-12-23,2022,4,12,December,51,23,Friday,False,False,4,2022-Q4
358,2022-12-24,2022,4,12,December,51,24,Saturday,True,False,4,2022-Q4
359,2022-12-25,2022,4,12,December,51,25,Sunday,True,True,4,2022-Q4
360,2022-12-26,2022,4,12,December,52,26,Monday,False,False,4,2022-Q4
361,2022-12-27,2022,4,12,December,52,27,Tuesday,False,False,4,2022-Q4
362,2022-12-28,2022,4,12,December,52,28,Wednesday,False,False,4,2022-Q4
363,2022-12-29,2022,4,12,December,52,29,Thursday,False,False,4,2022-Q4
364,2022-12-30,2022,4,12,December,52,30,Friday,False,False,4,2022-Q4
365,2022-12-31,2022,4,12,December,52,31,Saturday,True,False,4,2022-Q4
366,2023-01-01,2023,1,1,January,52,1,Sunday,True,True,1,2023-Q1
367,2023-01-02,2023,1,1,January,1,2,Monday,False,False,1,2023-Q1
368,2023-01-03,2023,1,1,January,1,3,Tuesday,False,False,1,2023-Q1
369,2023-01-04,2023,1,1,January,1,4,Wednesday,False,False,1,2023-Q1
370,2023-01-05,2023,1,1,January,1,5,Thursday,False,False,1,2023-Q1
371,2023-01-06,2023,1,1,January,1,6,Friday,False,False,1,2023-Q1
372,2023-01-07,2023,1,1,January,1,7,Saturday,True,False,1,2023-Q1
373,2023-01-08,2023,1,1,January,1,8,Sunday,True,False,1,2023-Q1
374,2023-01-09,2023,1,1,January,2,9,Monday,False,False,1,2023-Q1
375,2023-01-10,2023,1,1,January,2,10,Tuesday,False,False,1,2023-Q1
376,2023-01-11,2023,1,1,January,2,11,Wednesday,False,False,1,2023-Q1
377,2023-01-12,2023,1,1,January,2,12,Thursday,False,False,1,2023-Q1
378,2023-01-13,2023,1,1,January,2,13,Friday,False,False,1,2023-Q1
379,2023-01-14,2023,1,1,January,2,14,Saturday,True,False,1,2023-Q1
380,2023-01-15,2023,1,1,January,2,15,Sunday,True,False,1,2023-Q1
381,2023-01-16,2023,1,1,January,3,16,Monday,False,False,1,2023-Q1
382,2023-01-17,2023,1,1,January,3,17,Tuesday,False,False,1,2023-Q1
383,2023-01-18,2023,1,1,January,3,18,Wednesday,False,False,1,2023-Q1
384,2023-01-19,2023,1,1,January,3,19,Thursday,False,False,1,2023-Q1
385,2023-01-20,2023,1,1,January,3,20,Friday,False,False,1,2023-Q1
386,2023-01-21,2023,1,1,January,3,21,Saturday,True,False,1,2023-Q1
387,2023-01-22,2023,1,1,January,3,22,Sunday,True,False,1,2023-Q1
388,2023-01-23,2023,1,1,January,4,23,Monday,False,False,1,2023-Q1
389,2023-01-24,2023,1,1,January,4,24,Tuesday,False,False,1,2023-Q1
390,2023-01-25,2023,1,1,January,4,25,Wednesday,False,False,1,2023-Q1
391,2023-01-26,2023,1,1,January,4,26,Thursday,False,False,1,2023-Q1
392,2023-01-27,2023,1,1,January,4,27,Friday,False,False,1,2023-Q1
393,2023-01-28,2023,1,1,January,4,28,Saturday,True,False,1,2023-Q1
394,2023-01-29,2023,1,1,January,4,29,Sunday,True,False,1,2023-Q1
395,2023-01-30,2023,1,1,January,5,30,Monday,False,False,1,2023-Q1
396,2023-01-31,2023,1,1,January,5,31,Tuesday,False,False,1,2023-Q1
397,2023-02-01,2023,1,2,February,5,1,Wednesday,False,False,1,2023-Q1
398,2023-02-02,2023,1,2,February,5,2,Thursday,False,False,1,2023-Q1
399,2023-02-03,2023,1,2,February,5,3,Friday,False,False,1,2023-Q1
400,2023-02-04,2023,1,2,February,5,4,Saturday,True,False,1,2023-Q1
401,2023-02-05,2023,1,2,February,5,5,Sunday,True,False,1,2023-Q1
402,2023-02-06,2023,1,2,February,6,6,Monday,False,False,1,2023-Q1
403,2023-02-07,2023,1,2,February,6,7,Tuesday,False,False,1,2023-Q1
404,2023-02-08,2023,1,2,February,6,8,Wednesday,False,False,1,2023-Q1
405,2023-02-09,2023,1,2,February,6,9,Thursday,False,False,1,2023-Q1
406,2023-02-10,2023,1,2,February,6,10,Friday,False,False,1,2023-Q1
407,2023-02-11,2023,1,2,February,6,11,Saturday,True,False,1,2023-Q1
408,2023-02-12,2023,1,2,February,6,12,Sunday,True,False,1,2023-Q1
409,2023-02-13,2023,1,2,February,7,13,Monday,False,False,1,2023-Q1
410,2023-02-14,2023,1,2,February,7,14,Tuesday,False,False,1,2023-Q1
411,2023-02-15,2023,1,2,February,7,15,Wednesday,False,False,1,2023-Q1
412,2023-02-16,2023,1,2,February,7,16,Thursday,False,False,1,2023-Q1
413,2023-02-17,2023,1,2,February,7,17,Friday,False,False,1,2023-Q1
414,2023-02-18,2023,1,2,February,7,18,Saturday,True,False,1,2023-Q1
415,2023-02-19,2023,1,2,February,7,19,Sunday,True,False,1,2023-Q1
416,2023-02-20,2023,1,2,February,8,20,Monday,False,False,1,2023-Q1
417,2023-02-21,2023,1,2,February,8,21,Tuesday,False,False,1,2023-Q1
418,2023-02-22,2023,1,2,February,8,22,Wednesday,False,False,1,2023-Q1
419,2023-02-23,2023,1,2,February,8,23,Thursday,False,False,1,2023-Q1
420,2023-02-24,2023,1,2,February,8,24,Friday,False,False,1,2023-Q1
421,2023-02-25,2023,1,2,February,8,25,Saturday,True,False,1,2023-Q1
422,2023-02-26,2023,1,2,February,8,26,Sunday,True,False,1,2023-Q1
423,2023-02-27,2023,1,2,February,9,27,Monday,False,False,1,2023-Q1
424,2023-02-28,2023,1,2,February,9,28,Tuesday,False,False,1,2023-Q1
425,2023-03-01,2023,1,3,March,9,1,Wednesday,False,False,1,2023-Q1
426,2023-03-02,2023,1,3,March,9,2,Thursday,False,False,1,2023-Q1
427,2023-03-03,2023,1,3,March,9,3,Friday,False,False,1,2023-Q1
428,2023-03-04,2023,1,3,March,9,4,Saturday,True,False,1,2023-Q1
429,2023-03-05,2023,1,3,March,9,5,Sunday,True,False,1,2023-Q1
430,2023-03-06,2023,1,3,March,10,6,Monday,False,False,1,2023-Q1
431,2023-03-07,2023,1,3,March,10,7,Tuesday,False,False,1,2023-Q1
432,2023-03-08,2023,1,3,March,10,8,Wednesday,False,False,1,2023-Q1
433,2023-03-09,2023,1,3,March,10,9,Thursday,False,False,1,2023-Q1
434,2023-03-10,2023,1,3,March,10,10,Friday,False,False,1,2023-Q1
435,2023-03-11,2023,1,3,March,10,11,Saturday,True,False,1,2023-Q1
436,2023-03-12,2023,1,3,March,10,12,Sunday,True,False,1,2023-Q1
437,2023-03-13,2023,1,3,March,11,13,Monday,False,False,1,2023-Q1
438,2023-03-14,2023,1,3,March,11,14,Tuesday,False,False,1,2023-Q1
439,2023-03-15,2023,1,3,March,11,15,Wednesday,False,False,1,2023-Q1
440,2023-03-16,2023,1,3,March,11,16,Thursday,False,False,1,2023-Q1
441,2023-03-17,2023,1,3,March,11,17,Friday,False,False,1,2023-Q1
442,2023-03-18,2023,1,3,March,11,18,Saturday,True,False,1,2023-Q1
443,2023-03-19,2023,1,3,March,11,19,Sunday,True,False,1,2023-Q1
444,2023-03-20,2023,1,3,March,12,20,Monday,False,False,1,2023-Q1
445,2023-03-21,2023,1,3,March,12,21,Tuesday,False,False,1,2023-Q1
446,2023-03-22,2023,1,3,March,12,22,Wednesday,False,False,1,2023-Q1
447,2023-03-23,2023,1,3,March,12,23,Thursday,False,False,1,2023-Q1
448,2023-03-24,2023,1,3,March,12,24,Friday,False,False,1,2023-Q1
449,2023-03-25,2023,1,3,March,12,25,Saturday,True,False,1,2023-Q1
450,2023-03-26,2023,1,3,March,12,26,Sunday,True,False,1,2023-Q1
451,2023-03-27,2023,1,3,March,13,27,Monday,False,False,1,2023-Q1
452,2023-03-28,2023,1,3,March,13,28,Tuesday,False,False,1,2023-Q1
453,2023-03-29,2023,1,3,March,13,29,Wednesday,False,False,1,2023-Q1
454,2023-03-30,2023,1,3,March,13,30,Thursday,False,False,1,2023-Q1
455,2023-03-31,2023,1,3,March,13,31,Friday,False,False,1,2023-Q1
456,2023-04-01,2023,2,4,April,13,1,Saturday,True,False,2,2023-Q2
457,2023-04-02,2023,2,4,April,13,2,Sunday,True,False,2,2023-Q2
458,2023-04-03,2023,2,4,April,14,3,Monday,False,False,2,2023-Q2
459,2023-04-04,2023,2,4,April,14,4,Tuesday,False,False,2,2023-Q2
460,2023-04-05,2023,2,4,April,14,5,Wednesday,False,False,2,2023-Q2
461,2023-04-06,2023,2,4,April,14,6,Thursday,False,False,2,2023-Q2
462,2023-04-07,2023,2,4,April,14,7,Friday,False,False,2,2023-Q2
463,2023-04-08,2023,2,4,April,14,8,Saturday,True,False,2,2023-Q2
464,2023-04-09,2023,2,4,April,14,9,Sunday,True,False,2,2023-Q2
465,2023-04-10,2023,2,4,April,15,10,Monday,False,False,2,2023-Q2
466,2023-04-11,2023,2,4,April,15,11,Tuesday,False,False,2,2023-Q2
467,2023-04-12,2023,2,4,April,15,12,Wednesday,False,False,2,2023-Q2
468,2023-04-13,2023,2,4,April,15,13,Thursday,False,False,2,2023-Q2
469,2023-04-14,2023,2,4,April,15,14,Friday,False,False,2,2023-Q2
470,2023-04-15,2023,2,4,April,15,15,Saturday,True,False,2,2023-Q2
471,2023-04-16,2023,2,4,April,15,16,Sunday,True,False,2,2023-Q2
472,2023-04-17,2023,2,4,April,16,17,Monday,False,False,2,2023-Q2
473,2023-04-18,2023,2,4,April,16,18,Tuesday,False,False,2,2023-Q2
474,2023-04-19,2023,2,4,April,16,19,Wednesday,False,False,2,2023-Q2
475,2023-04-20,2023,2,4,April,16,20,Thursday,False,False,2,2023-Q2
476,2023-04-21,2023,2,4,April,16,21,Friday,False,False,2,2023-Q2
477,2023-04-22,2023,2,4,April,16,22,Saturday,True,False,2,2023-Q2
478,2023-04-23,2023,2,4,April,16,23,Sunday,True,False,2,2023-Q2
479,2023-04-24,2023,2,4,April,17,24,Monday,False,False,2,2023-Q2
480,2023-04-25,2023,2,4,April,17,25,Tuesday,False,False,2,2023-Q2
481,2023-04-26,2023,2,4,April,17,26,Wednesday,False,False,2,2023-Q2
482,2023-04-27,2023,2,4,April,17,27,Thursday,False,False,2,2023-Q2
483,2023-04-28,2023,2,4,April,17,28,Friday,False,False,2,2023-Q2
484,2023-04-29,2023,2,4,April,17,29,Saturday,True,False,2,2023-Q2
485,2023-04-30,2023,2,4,April,17,30,Sunday,True,False,2,2023-Q2
486,2023-05-01,2023,2,5,May,18,1,Monday,False,False,2,2023-Q2
487,2023-05-02,2023,2,5,May,18,2,Tuesday,False,False,2,2023-Q2
488,2023-05-03,2023,2,5,May,18,3,Wednesday,False,False,2,2023-Q2
489,2023-05-04,2023,2,5,May,18,4,Thursday,False,False,2,2023-Q2
490,2023-05-05,2023,2,5,May,18,5,Friday,False,False,2,2023-Q2
491,2023-05-06,2023,2,5,May,18,6,Saturday,True,False,2,2023-Q2
492,2023-05-07,2023,2,5,May,18,7,Sunday,True,False,2,2023-Q2
493,2023-05-08,2023,2,5,May,19,8,Monday,False,False,2,2023-Q2
494,2023-05-09,2023,2,5,May,19,9,Tuesday,False,False,2,2023-Q2
495,2023-05-10,2023,2,5,May,19,10,Wednesday,False,False,2,2023-Q2
496,2023-05-11,2023,2,5,May,19,11,Thursday,False,False,2,2023-Q2
497,2023-05-12,2023,2,5,May,19,12,Friday,False,False,2,2023-Q2
498,2023-05-13,2023,2,5,May,19,13,Saturday,True,False,2,2023-Q2
499,2023-05-14,2023,2,5,May,19,14,Sunday,True,False,2,2023-Q2
500,2023-05-15,2023,2,5,May,20,15,Monday,False,False,2,2023-Q2
501,2023-05-16,2023,2,5,May,20,16,Tuesday,False,False,2,2023-Q2
502,2023-05-17,2023,2,5,May,20,17,Wednesday,False,False,2,2023-Q2
503,2023-05-18,2023,2,5,May,20,18,Thursday,False,False,2,2023-Q2
504,2023-05-19,2023,2,5,May,20,19,Friday,False,False,2,2023-Q2
505,2023-05-20,2023,2,5,May,20,20,Saturday,True,False,2,2023-Q2
506,2023-05-21,2023,2,5,May,20,21,Sunday,True,False,2,2023-Q2
507,2023-05-22,2023,2,5,May,21,22,Monday,False,False,2,2023-Q2
508,2023-05-23,2023,2,5,May,21,23,Tuesday,False,False,2,2023-Q2
509,2023-05-24,2023,2,5,May,21,24,Wednesday,False,False,2,2023-Q2
510,2023-05-25,2023,2,5,May,21,25,Thursday,False,False,2,2023-Q2
511,2023-05-26,2023,2,5,May,21,26,Friday,False,False,2,2023-Q2
512,2023-05-27,2023,2,5,May,21,27,Saturday,True,False,2,2023-Q2
513,2023-05-28,2023,2,5,May,21,28,Sunday,True,False,2,2023-Q2
514,2023-05-29,2023,2,5,May,22,29,Monday,False,False,2,2023-Q2
515,2023-05-30,2023,2,5,May,22,30,Tuesday,False,False,2,2023-Q2
516,2023-05-31,2023,2,5,May,22,31,Wednesday,False,False,2,2023-Q2
517,2023-06-01,2023,2,6,June,22,1,Thursday,False,False,2,2023-Q2
518,2023-06-02,2023,2,6,June,22,2,Friday,False,False,2,2023-Q2
519,2023-06-03,2023,2,6,June,22,3,Saturday,True,False,2,2023-Q2
520,2023-06-04,2023,2,6,June,22,4,Sunday,True,False,2,2023-Q2
521,2023-06-05,2023,2,6,June,23,5,Monday,False,False,2,2023-Q2
522,2023-06-06,2023,2,6,June,23,6,Tuesday,False,False,2,2023-Q2
523,2023-06-07,2023,2,6,June,23,7,Wednesday,False,False,2,2023-Q2
524,2023-06-08,2023,2,6,June,23,8,Thursday,False,False,2,2023-Q2
525,2023-06-09,2023,2,6,June,23,9,Friday,False,False,2,2023-Q2
526,2023-06-10,2023,2,6,June,23,10,Saturday,True,False,2,2023-Q2
527,2023-06-11,2023,2,6,June,23,11,Sunday,True,False,2,2023-Q2
528,2023-06-12,2023,2,6,June,24,12,Monday,False,False,2,2023-Q2
529,2023-06-13,2023,2,6,June,24,13,Tuesday,False,False,2,2023-Q2
530,2023-06-14,2023,2,6,June,24,14,Wednesday,False,False,2,2023-Q2
531,2023-06-15,2023,2,6,June,24,15,Thursday,False,False,2,2023-Q2
532,2023-06-16,2023,2,6,June,24,16,Friday,False,False,2,2023-Q2
533,2023-06-17,2023,2,6,June,24,17,Saturday,True,False,2,2023-Q2
534,2023-06-18,2023,2,6,June,24,18,Sunday,True,False,2,2023-Q2
535,2023-06-19,2023,2,6,June,25,19,Monday,False,False,2,2023-Q2
536,2023-06-20,2023,2,6,June,25,20,Tuesday,False,False,2,2023-Q2
537,2023-06-21,2023,2,6,June,25,21,Wednesday,False,False,2,2023-Q2
538,2023-06-22,2023,2,6,June,25,22,Thursday,False,False,2,2023-Q2
539,2023-06-23,2023,2,6,June,25,23,Friday,False,False,2,2023-Q2
540,2023-06-24,2023,2,6,June,25,24,Saturday,True,False,2,2023-Q2
541,2023-06-25,2023,2,6,June,25,25,Sunday,True,False,2,2023-Q2
542,2023-06-26,2023,2,6,June,26,26,Monday,False,False,2,2023-Q2
543,2023-06-27,2023,2,6,June,26,27,Tuesday,False,False,2,2023-Q2
544,2023-06-28,2023,2,6,June,26,28,Wednesday,False,False,2,2023-Q2
545,2023-06-29,2023,2,6,June,26,29,Thursday,False,False,2,2023-Q2
546,2023-06-30,2023,2,6,June,26,30,Friday,False,False,2,2023-Q2
547,2023-07-01,2023,3,7,July,26,1,Saturday,True,False,3,2023-Q3
548,2023-07-02,2023,3,7,July,26,2,Sunday,True,False,3,2023-Q3
549,2023-07-03,2023,3,7,July,27,3,Monday,False,False,3,2023-Q3
550,2023-07-04,2023,3,7,July,27,4,Tuesday,False,False,3,2023-Q3
551,2023-07-05,2023,3,7,July,27,5,Wednesday,False,False,3,2023-Q3
552,2023-07-06,2023,3,7,July,27,6,Thursday,False,False,3,2023-Q3
553,2023-07-07,2023,3,7,July,27,7,Friday,False,False,3,2023-Q3
554,2023-07-08,2023,3,7,July,27,8,Saturday,True,False,3,2023-Q3
555,2023-07-09,2023,3,7,July,27,9,Sunday,True,False,3,2023-Q3
556,2023-07-10,2023,3,7,July,28,10,Monday,False,False,3,2023-Q3
557,2023-07-11,2023,3,7,July,28,11,Tuesday,False,False,3,2023-Q3
558,2023-07-12,2023,3,7,July,28,12,Wednesday,False,False,3,2023-Q3
559,2023-07-13,2023,3,7,July,28,13,Thursday,False,False,3,2023-Q3
560,2023-07-14,2023,3,7,July,28,14,Friday,False,False,3,2023-Q3
561,2023-07-15,2023,3,7,July,28,15,Saturday,True,False,3,2023-Q3
